Player,Position,Age,AP1,PB,St,wAV,DrAV,Games,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tackles,Int,Sk
Henry Ruggs III,WR,21,0,0,1,8,8,20,0,0,0,0,0,12,65,0,50,921,4,,,
Jalen Reagor,WR,21,0,0,2,8,7,45,0,0,0,0,0,18,83,0,72,799,4,3,,
Neville Gallimore,DT,23,0,0,1,8,8,35,0,0,0,0,0,0,0,0,0,0,0,32,,3
Charlie Heck,T,23,0,0,1,8,8,35,0,0,0,0,0,0,0,0,0,8,0,,,
Broderick Washington Jr.,DT,23,0,0,1,8,8,39,0,0,0,0,0,0,0,0,0,0,0,33,,2
Isaiah Rodgers,CB,22,0,0,1,8,8,45,0,0,0,0,0,0,0,0,0,0,0,68,3,
Greg Little,T,21,0,0,0,8,3,31,0,0,0,0,0,0,0,0,0,0,0,1,,
Greedy Williams,CB,21,0,0,1,8,8,39,0,0,0,0,0,0,0,0,0,0,0,78,2,
Irv Smith Jr.,TE,21,0,0,0,8,8,37,0,0,0,0,0,0,0,0,91,858,9,3,,
Jaylon Ferguson,DE,23,0,0,1,8,8,38,0,0,0,0,0,0,0,0,0,0,0,44,,4.5
Oshane Ximines,DE,22,0,0,0,8,8,45,0,0,0,0,0,0,0,0,0,0,0,34,,6.5
Benny Snell Jr.,RB,21,0,0,0,8,8,63,0,0,0,0,0,275,982,7,17,114,0,14,,
Justin Hollins,LB,23,0,0,0,8,1,55,0,0,0,0,0,0,0,0,0,0,0,63,,9.5
Charles Omenihu,DE,22,0,0,0,8,5,61,0,0,0,0,0,0,0,0,0,0,0,40,,11.5
Justin Skule,T,22,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,,,
Ty Johnson,RB,21,0,0,0,8,2,62,0,0,0,0,0,208,925,4,86,668,3,8,,
Oli Udoh,T,22,0,0,1,8,8,41,0,0,0,0,0,0,0,0,0,0,0,,,
Travis Homer,RB,21,0,0,0,8,8,49,0,0,0,0,0,83,453,1,52,464,2,16,,
Nick Scott,S,24,0,0,1,8,8,65,0,0,0,0,0,1,6,0,1,23,0,101,4,
Josh Jackson,CB,22,0,0,0,8,7,49,0,0,0,0,0,0,0,0,0,0,0,77,,
Nathan Shepherd,DT,24,0,0,0,8,8,73,0,0,0,0,0,0,0,0,0,0,0,52,,6
Oren Burks,ILB,23,0,0,0,8,7,76,0,0,0,0,0,0,0,0,0,0,0,78,,1
Tarvarius Moore,S,22,0,0,1,8,8,61,0,0,0,0,0,0,0,0,0,0,0,80,,
Micah Kiser,ILB,23,0,0,0,8,6,36,0,0,0,0,0,0,0,0,0,0,0,55,,
Ogbonnia Okoronkwo,DE,23,0,0,0,8,3,50,0,0,0,0,0,0,0,0,0,0,0,52,,9.5
Jordan Wilkins,RB,24,0,0,0,8,8,54,0,0,0,0,0,208,1009,4,41,262,0,4,,
Shaun Dion Hamilton,LB,22,0,0,0,8,8,46,0,0,0,0,0,0,0,0,0,0,0,70,1,2.5
Equanimeous St. Brown,WR,21,0,0,2,8,4,53,0,0,0,0,0,11,80,0,58,866,2,8,,
Reuben Foster,LB,23,0,0,2,8,8,16,0,0,0,0,0,0,0,0,0,0,0,84,,
Forrest Lamp,G,23,0,0,1,8,8,26,0,0,0,0,0,0,0,0,0,0,0,,,
Jordan Willis,OLB,22,0,0,0,8,4,69,0,0,0,0,0,0,0,0,0,0,0,55,,10.5
C.J. Beathard,QB,23,0,0,0,8,8,25,300,510,3537,18,14,56,231,4,0,0,0,,,
Rudy Ford,S,22,0,0,0,8,2,73,0,0,0,0,0,0,0,0,0,0,0,98,4,0.5
Adrian Colbert,DB,23,0,0,1,8,5,41,0,0,0,0,0,0,0,0,0,0,0,84,,
Elijah Lee,LB,21,0,0,0,8,,74,0,0,0,0,0,0,0,0,0,0,0,82,,1
Laquon Treadwell,WR,21,0,0,2,8,5,76,0,0,0,0,0,0,0,0,110,1226,5,2,,
Ryan Smith,CB,23,0,0,0,8,8,78,0,0,0,0,0,0,0,0,0,0,0,102,1,
Miles Killebrew,S,23,0,0,0,8,5,112,0,0,0,0,0,0,0,0,0,0,0,98,2,
Deon Bush,S,23,0,0,0,8,7,95,0,0,0,0,0,0,0,0,0,0,0,79,3,1
Derrick Kindred,S,22,0,0,1,8,8,42,0,0,0,0,0,0,0,0,0,0,0,108,2,
Spencer Drango,G,23,0,0,2,8,8,32,0,0,0,0,0,0,0,0,0,0,0,,,
DeAndre Houston-Carson,S,23,0,0,0,8,8,94,0,0,0,0,0,0,0,0,0,0,0,92,3,
Clayton Fejedelem,S,23,0,0,0,8,6,107,0,0,0,0,0,6,29,0,0,0,0,95,1,
Tyler Matakevich,OLB,23,0,0,0,8,5,112,0,0,0,0,0,0,0,0,0,0,0,91,1,
Joe Walker,ILB,23,0,0,1,8,2,66,0,0,0,0,0,0,0,0,0,0,0,63,,
Nate Orchard,DE,22,0,0,1,8,7,48,0,0,0,0,0,0,0,0,0,0,0,51,1,6
Maxx Williams,TE,21,0,0,2,8,4,83,0,0,0,0,0,5,14,0,105,1012,6,7,,
Hroniss Grasu,C,24,0,0,1,8,6,31,0,0,0,0,0,0,0,0,0,2,0,,,
Justin Hardy,WR,23,0,0,0,8,8,73,0,0,0,0,0,0,0,0,95,946,9,5,,
Ra'Shede Hageman,DT,24,0,0,1,8,8,44,0,0,0,0,0,0,0,0,0,0,0,41,,4
Tre Mason,RB,21,0,0,1,8,8,25,0,0,0,0,0,254,972,5,34,236,1,,,
Terrence Brooks,DB,22,0,0,0,8,2,105,0,0,0,0,0,0,0,0,0,0,0,94,4,
Will Sutton,DT,22,0,0,2,8,8,36,0,0,0,0,0,0,0,0,0,0,0,39,,
Chris Smith,DE,22,0,0,0,8,3,72,0,0,0,0,0,0,0,0,0,0,0,54,,11
Kenneth Acker,DB,22,0,0,1,8,5,40,0,0,0,0,0,0,0,0,0,0,0,92,4,
Corey Nelson,LB,22,0,0,0,8,8,61,0,0,0,0,0,0,0,0,0,0,0,77,,1
Blidi Wreh-Wilson,DB,23,0,0,1,8,6,76,0,0,0,0,0,0,0,0,0,0,0,109,4,
Duke Williams,DB,22,0,0,0,8,8,58,0,0,0,0,0,0,0,0,0,0,0,73,1,1
Levine Toilolo,TE,22,0,0,5,8,6,124,0,0,0,0,0,0,0,0,102,1042,8,10,,
Denard Robinson,WR,22,0,0,1,8,8,55,0,2,0,0,0,263,1058,5,47,310,0,8,,
Caleb Sturgis,K,24,0,0,0,8,4,68,0,0,0,0,0,0,0,0,0,0,0,6,,
Bacarri Rambo,DB,23,0,0,1,8,1,41,0,0,0,0,0,0,0,0,0,0,0,105,4,2
Demetrius McCray,DB,22,0,0,1,8,8,49,0,0,0,0,0,0,0,0,0,0,0,73,,
Kayvon Thibodeaux,DE,21,0,0,1,7,7,14,0,0,0,0,0,0,0,0,0,0,0,33,,4
Ikem Ekwonu,T,21,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,,,
Kenny Pickett,QB,24,0,0,1,7,7,13,245,389,2404,7,9,55,237,3,0,0,0,2,,
Quay Walker,LB,22,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,75,,1.5
Tyler Linderbaum,OL,22,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,,,
Cole Strange,OL,24,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,1,,
George Karlaftis III,DE,21,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,18,,6
Christian Watson,WR,23,0,0,1,7,7,14,0,0,0,0,0,7,80,2,41,611,7,,,
Jalen Pitre,SAF,23,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,99,5,1
George Pickens,WR,21,0,0,1,7,7,17,0,0,0,0,0,3,24,1,52,801,4,1,,
Ed Ingram,G,23,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Dylan Parham,OL,23,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Spencer Burford,OL,23,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,1,,
Jamaree Salyer,OL,22,0,0,1,7,7,17,0,0,0,0,0,0,0,0,0,0,0,,,
Isiah Pacheco,RB,23,0,0,1,7,7,17,0,0,0,0,0,170,830,5,13,130,0,2,,
Alijah Vera-Tucker,OL,22,0,0,1,7,7,23,0,0,0,0,0,0,0,0,0,0,0,,,
Greg Newsome II,DB,21,0,0,2,7,7,27,0,0,0,0,0,0,0,0,0,0,0,64,,0.5
Rashod Bateman,WR,21,0,0,0,7,7,18,0,0,0,0,0,0,0,0,61,800,3,,,
Odafe Oweh,DE,22,0,0,0,7,7,32,0,0,0,0,0,0,0,0,0,0,0,53,,8
Elijah Moore,WR,21,0,0,1,7,7,27,0,0,0,0,0,10,59,1,80,984,6,4,,
Richie Grant,DB,23,0,0,1,7,7,33,0,0,0,0,0,0,0,0,0,0,0,98,2,
Samuel Cosmi,OL,22,0,0,0,7,7,23,0,0,0,0,0,0,0,0,0,0,0,,,
Jalen Mayfield,OL,21,0,0,1,7,7,16,0,0,0,0,0,0,0,0,0,0,0,,,
Nico Collins,WR,22,0,0,0,7,7,24,0,0,0,0,0,0,0,0,70,927,3,2,,
Robert Hainsey,OL,23,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,,,
Brandon Stephens,CB,23,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,80,,0.5
Evan McPherson,K,22,0,0,1,7,7,32,0,0,0,0,0,0,0,0,0,0,0,1,,
Quinton Bohanna,DT,22,0,0,1,7,7,27,0,0,0,0,0,0,0,0,0,0,0,10,,
Jeff Okudah,CB,21,0,0,1,7,7,25,0,0,0,0,0,0,0,0,0,0,0,103,2,
K'Lavon Chaisson,DE,21,0,0,0,7,7,40,0,0,0,0,0,0,0,0,0,0,0,39,,3
Zack Baun,LB,23,0,0,0,7,7,45,0,0,0,0,0,0,0,0,0,0,0,40,,
Lucas Niang,T,22,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,2,,
Joshua Kelley,RB,22,0,0,0,7,7,37,0,0,0,0,0,213,743,4,42,287,0,1,,
Leki Fotu,DT,22,0,0,1,7,7,45,0,0,0,0,0,0,0,0,0,0,0,27,,1
Bryce Hall,CB,23,0,0,2,7,7,30,0,0,0,0,0,0,0,0,0,0,0,99,1,0.5
Kindle Vildor,CB,22,0,0,2,7,7,44,0,0,0,0,0,0,0,0,0,0,0,67,1,1
Braden Mann,P,22,0,0,1,7,7,43,1,2,17,0,0,1,4,0,0,0,0,4,,
Andre Dillard,T,23,0,0,0,7,7,43,0,0,0,0,0,0,0,0,0,0,0,,,
N'Keal Harry,WR,21,0,0,1,7,6,40,0,0,0,0,0,7,49,0,64,714,5,,,
Bobby Evans,T,22,0,0,0,7,7,35,0,0,0,0,0,0,0,0,0,0,0,,,
Mitch Wishnowsky,P,27,0,0,1,7,7,66,0,0,0,0,0,0,0,0,0,0,0,9,,
John Cominsky,DE,23,0,0,0,7,3,41,0,0,0,0,0,0,0,0,0,0,0,37,,5.5
Jake Bailey,P,22,1,1,1,7,7,58,0,0,0,0,0,0,0,0,0,0,0,4,,
Rashad Fenton,CB,22,0,0,0,7,7,49,0,0,0,0,0,0,0,0,0,0,0,98,2,
Martinas Rankin,T,23,0,0,0,7,3,23,0,0,0,0,0,0,0,0,0,0,0,,,
Ian Thomas,TE,22,0,0,2,7,7,82,0,0,0,0,0,0,0,0,111,999,4,2,,
Keke Coutee,WR,21,0,0,0,7,7,33,0,0,0,0,0,5,14,1,85,966,4,,,
Da'Shawn Hand,DE,22,0,0,1,7,7,31,0,0,0,0,0,0,0,0,0,0,0,39,,3
Marquis Haynes,OLB,24,0,0,0,7,7,64,0,0,0,0,0,0,0,0,0,0,0,50,,13
Tim Settle,DT,21,0,0,0,7,4,78,0,0,0,0,0,0,0,0,0,0,0,45,,8
Jaylen Samuels,TE,22,0,0,0,7,7,45,4,5,35,0,1,136,468,1,85,564,4,1,,
Jamarco Jones,T,22,0,0,0,7,7,36,0,0,0,0,0,0,0,0,0,0,0,,,
Darius Phillips,CB,23,0,0,1,7,7,56,0,0,0,0,0,0,0,0,0,0,0,60,5,
JK Scott,P,22,0,0,1,7,6,66,0,1,0,0,0,0,0,0,0,0,0,2,,
Cedrick Wilson Jr.,WR,22,0,0,0,7,6,53,5,5,111,1,0,6,7,0,79,973,8,2,,
Leon Jacobs,OLB,22,0,0,1,7,7,29,0,0,0,0,0,0,0,0,0,0,0,50,,2
Will Clapp,C,22,0,0,0,7,4,51,0,0,0,0,0,0,0,0,0,0,0,,,
John Ross,WR,21,0,0,1,7,5,37,0,0,0,0,0,9,41,0,62,957,11,,,
Trent Taylor,WR,23,0,0,0,7,6,61,0,0,0,0,0,4,15,0,87,834,3,,,
Tanner Vallejo,LB,22,0,0,0,7,1,82,0,0,0,0,0,0,0,0,0,0,0,75,,2.5
Kyle Fuller,C,23,0,0,0,7,1,51,0,0,0,0,0,0,0,0,0,0,0,,,
Nick Vannett,TE,23,0,0,2,7,4,86,0,0,0,0,0,0,0,0,90,874,6,1,,
Ronald Blair,DE,23,0,0,0,7,6,55,0,0,0,0,0,0,0,0,0,0,0,71,,14.5
Cory James,OLB,23,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,78,,
Jeff Driskel,QB,23,0,0,0,7,,23,216,365,2228,14,8,73,384,3,2,10,0,,,
Joey Hunt,C,22,0,0,0,7,7,35,0,0,0,0,0,0,0,0,0,0,0,,,
Dorial Green-Beckham,WR,22,0,0,0,7,4,31,0,0,0,0,0,0,0,0,68,941,6,,,
Quinten Rollins,CB,23,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1
Clive Walford,TE,23,0,0,1,7,7,52,0,0,0,0,0,0,4,0,74,825,6,,,
Chaz Green,T,23,0,0,0,7,4,39,0,0,0,0,0,0,0,0,0,0,0,,,
Jeremy Langford,RB,23,0,0,0,7,7,29,0,0,0,0,0,219,762,10,41,421,1,2,,
Jamil Douglas,G,23,0,0,0,7,3,50,0,0,0,0,0,0,0,0,0,0,0,1,,
Josh Shaw,CB,23,0,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,95,1,
Joe Cardona,LS,23,0,0,0,7,7,127,0,0,0,0,0,0,0,0,0,0,0,9,,
D.J. Alexander,OLB,23,0,1,0,7,5,61,0,0,0,0,0,0,0,0,0,0,0,43,,
James O'Shaughnessy,TE,23,0,0,3,7,1,80,0,0,0,0,0,0,0,0,112,1108,3,11,,
Bryce Hager,ILB,23,0,0,0,7,5,79,0,0,0,0,0,0,0,0,0,0,0,45,,0.5
Corey Robinson,T,23,0,0,0,7,6,28,0,0,0,0,0,0,0,0,0,0,0,,,
Dominique Easley,DT,22,0,0,0,7,4,41,0,0,0,0,0,0,0,0,0,0,0,44,1,6.5
Bruce Ellington,WR,23,0,0,0,7,2,44,0,1,0,0,0,11,54,1,79,769,5,2,,
Andre Williams,RB,22,0,0,0,7,6,41,0,0,0,0,0,332,1090,8,19,137,0,2,,
De'Anthony Thomas,RB,21,0,0,0,7,7,69,0,0,0,0,0,31,191,2,65,509,4,12,,
John Urschel,G,23,0,0,0,7,7,40,0,0,0,0,0,0,0,0,0,0,0,1,,
T.J. Jones,WR,22,0,0,0,7,7,45,0,0,0,0,0,1,-3,0,67,852,5,1,,
Marquis Flowers,LB,22,0,0,0,7,4,53,0,0,0,0,0,0,0,0,0,0,0,38,,3.5
Tank Carradine,DE,23,0,0,0,7,7,46,0,0,0,0,0,0,0,0,0,0,0,56,,5.5
Montee Ball,RB,22,0,0,0,7,7,21,0,0,0,0,0,175,731,5,29,207,0,6,,
Stedman Bailey,WR,22,0,0,0,7,7,38,0,0,0,0,0,3,46,1,59,843,2,9,,
Dion Sims,TE,22,0,0,2,7,6,78,0,0,0,0,0,0,0,0,91,888,9,,,
Joseph Randle,RB,21,0,0,0,7,7,35,0,0,0,0,0,181,822,9,22,170,0,9,,
Charles Johnson,WR,24,0,0,0,7,,39,0,0,0,0,0,1,-11,0,60,834,2,2,,
Daimion Stafford,DB,22,0,0,0,7,7,62,0,0,0,0,0,0,0,0,0,0,0,94,2,3
Travon Walker,DE,21,0,0,1,6,6,15,0,0,0,0,0,0,0,0,0,0,0,24,1,3.5
Evan Neal,OL,21,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,1,,
Roger McCreary,CB,22,0,0,1,6,6,17,0,0,0,0,0,0,0,0,0,0,0,70,1,
Nicholas Petit-Frere,T,22,0,0,1,6,6,16,0,0,0,0,0,0,0,0,0,0,0,1,,
Christian Harris,LB,21,0,0,1,6,6,12,0,0,0,0,0,0,0,0,0,0,0,46,1,1
Dameon Pierce,RB,22,0,0,1,6,6,13,0,0,0,0,0,220,939,4,30,165,1,1,,
Malcolm Rodriguez,LB,23,0,0,1,6,6,16,0,0,0,0,0,0,0,0,0,0,0,62,,1
Brock Purdy,QB,22,0,0,0,6,6,9,114,170,1374,13,4,22,13,1,0,0,0,,,
Jaycee Horn,DB,21,0,0,1,6,6,16,0,0,0,0,0,0,0,0,0,0,0,40,4,
Eric Stokes,DB,22,0,0,2,6,6,25,0,0,0,0,0,0,0,0,0,0,0,64,1,
Teven Jenkins,OL,23,0,0,1,6,6,19,0,0,0,0,0,0,0,0,0,0,0,1,,
Ta'Quon Graham,DL,22,0,0,1,6,6,24,0,0,0,0,0,0,0,0,0,0,0,23,,
Michael Carter,S,22,0,0,0,6,6,32,0,0,0,0,0,0,0,0,0,0,0,95,2,1
Nate Hobbs,CB,22,0,0,1,6,6,27,0,0,0,0,0,0,0,0,0,0,0,108,1,2
Deommodore Lenoir,CB,21,0,0,1,6,6,30,0,0,0,0,0,0,0,0,0,0,0,66,1,1
Damar Hamlin,DB,23,0,0,1,6,6,29,0,0,0,0,0,0,0,0,0,0,0,65,,1.5
Darrell Taylor,DE,23,0,0,0,6,6,32,0,0,0,0,0,0,0,0,0,0,0,50,,16
A.J. Epenesa,DE,21,0,0,0,6,6,43,0,0,0,0,0,0,0,0,0,0,0,32,,9
Ashtyn Davis,S,23,0,0,1,6,6,37,0,0,0,0,0,1,2,0,0,0,0,71,3,0.5
Bryan Edwards,WR,21,0,0,1,6,6,35,0,0,0,0,0,1,0,0,48,779,4,,,
Anfernee Jennings,LB,23,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,25,,1.5
Adam Trautman,TE,23,0,0,1,6,6,43,0,0,0,0,0,0,0,0,60,641,4,2,,
Darnay Holmes,CB,22,0,0,0,6,6,38,0,0,0,0,0,0,0,0,0,0,0,72,2,0.5
Solomon Kindley,G,23,0,0,1,6,6,29,0,0,0,0,0,0,0,0,0,0,0,,,
Harrison Bryant,TE,22,0,0,2,6,6,48,0,0,0,0,0,1,8,0,76,710,7,,,
Ben Bartch,G,22,0,0,1,6,6,33,0,0,0,0,0,0,0,0,0,0,0,,,
Rashard Lawrence,DT,22,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0,0,0,21,,
DeeJay Dallas,RB,21,0,0,0,6,6,44,0,1,0,0,1,102,432,4,55,370,1,12,,
Justin Herron,T,24,0,0,0,6,6,29,0,0,0,0,0,0,0,0,0,0,0,,,
John Penisini,DT,23,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,23,,1
Markus Bailey,LB,23,0,0,0,6,6,43,0,0,0,0,0,0,0,0,0,0,0,40,,0.5
Jauan Jennings,WR,23,0,0,0,6,6,32,0,0,0,0,0,0,0,0,59,698,6,2,,
Geno Stone,S,21,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,49,1,
Casey Toohill,DE,24,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,0,29,,2
Deandre Baker,CB,22,0,0,1,6,5,26,0,0,0,0,0,0,0,0,0,0,0,65,,1
David Long,CB,21,0,0,0,6,6,52,0,0,0,0,0,0,0,0,0,0,0,67,1,
Chuma Edoga,T,22,0,0,0,6,5,26,0,0,0,0,0,0,0,0,0,0,0,,,
Miles Boykin,WR,22,0,0,2,6,6,56,0,0,0,0,0,0,0,0,35,481,7,11,,
Kendall Sheffield,CB,23,0,0,0,6,6,38,0,0,0,0,0,0,0,0,0,0,0,72,,
Justice Hill,RB,21,0,0,0,6,6,43,0,0,0,0,0,119,547,2,25,148,0,12,,
Wes Martin,G,23,0,0,0,6,5,38,0,0,0,0,0,0,0,0,0,0,0,1,,
Ugo Amadi,S,22,0,0,1,6,6,50,0,0,0,0,0,0,0,0,0,0,0,106,1,
Blake Cashman,LB,23,0,0,0,6,4,30,0,0,0,0,0,0,0,0,0,0,0,53,,3.5
Michael Jackson,CB,22,0,0,1,6,,21,0,0,0,0,0,0,0,0,0,0,0,65,1,
E.J. Speed,LB,24,0,0,0,6,6,61,0,0,0,0,0,0,0,0,0,0,0,71,,1
Blessuan Austin,CB,23,0,0,1,6,5,29,0,0,0,0,0,0,0,0,0,0,0,77,,
Kris Boyd,CB,22,0,0,0,6,6,58,0,0,0,0,0,0,0,0,0,0,0,73,,
M.J. Stewart,CB,22,0,0,0,6,3,67,0,0,0,0,0,1,3,0,0,0,0,141,2,1
Jalyn Holmes,DE,22,0,0,0,6,5,34,0,0,0,0,0,0,0,0,0,0,0,29,,1
Chris Herndon,TE,22,0,0,2,6,6,49,0,0,0,0,0,0,0,0,75,836,8,,,
Troy Apke,S,23,0,0,1,6,6,52,0,0,0,0,0,0,0,0,0,0,0,49,1,
DaeSean Hamilton,WR,23,0,0,0,6,6,46,0,0,0,0,0,0,0,0,81,833,5,,,
Durham Smythe,TE,23,0,0,4,6,6,79,0,0,0,0,0,4,4,1,88,809,3,9,,
Ito Smith,RB,22,0,0,0,6,6,36,0,0,0,0,0,176,693,7,55,314,0,,,
Kentavius Street,DT,22,0,0,0,6,4,52,0,0,0,0,0,0,0,0,0,0,0,37,,6.5
Kalen Ballage,RB,22,0,0,1,6,3,52,0,0,0,0,0,213,665,7,54,293,0,4,,
Marcus Allen,S,22,0,0,0,6,6,48,0,0,0,0,0,1,4,0,0,0,0,34,,
Ray-Ray McCloud,WR,21,0,0,0,6,0,65,0,0,0,0,0,12,162,1,78,633,1,3,,
Tremon Smith,WR,22,0,0,0,6,1,66,0,0,0,0,0,1,7,0,0,0,0,40,2,
Devante Downs,LB,22,0,0,0,6,1,36,0,0,0,0,0,0,0,0,0,0,0,27,,
Keion Crossen,CB,22,0,0,0,6,1,75,0,0,0,0,0,0,0,0,0,0,0,85,,1
Malik McDowell,DT,21,0,0,1,6,,15,0,0,0,0,0,0,0,0,0,0,0,19,,3
Ryan Anderson,OLB,23,0,0,0,6,6,57,0,0,0,0,0,0,0,0,0,0,0,56,,6
DeShone Kizer,QB,21,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,
Taywan Taylor,WR,22,0,0,0,6,6,35,0,0,0,0,0,8,43,0,53,697,2,4,,
Elijah McGuire,RB,23,0,0,0,6,6,24,0,0,0,0,0,180,591,4,36,370,2,,,
Brandon Wilson,RB,23,0,0,0,6,6,60,0,0,0,0,0,0,0,0,0,0,0,36,,
Conor McDermott,T,24,0,0,0,6,3,49,0,0,0,0,0,0,0,0,1,1,1,,,
Corey Coleman,WR,22,0,0,2,6,5,27,0,0,0,0,0,3,15,0,61,789,5,,,
Robert Nkemdiche,DT,21,0,0,0,6,5,38,0,0,0,0,0,0,0,0,0,0,0,33,,4.5
T.J. Green,S,21,0,0,0,6,5,41,0,0,0,0,0,0,0,0,0,0,0,73,,
Shon Coleman,T,24,0,0,1,6,6,23,0,0,0,0,0,0,0,0,0,0,0,,,
Sheldon Day,DT,22,0,0,0,6,2,67,0,0,0,0,0,0,0,0,0,0,0,46,,7
Pharoh Cooper,WR,21,1,1,0,6,3,75,0,1,0,0,1,7,26,0,61,545,1,1,,
Seth Devalve,TE,23,0,0,0,6,5,57,0,0,0,0,0,0,0,0,60,736,4,8,,
Marqui Christian,S,21,0,0,0,6,,73,0,0,0,0,0,0,0,0,0,0,0,68,,
Vadal Alexander,G,22,0,0,0,6,6,24,0,0,0,0,0,0,0,0,0,0,0,,,
Tre' Jackson,G,22,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,,,
Ibraheim Campbell,S,23,0,0,1,6,5,60,0,0,0,0,0,0,0,0,0,0,0,85,,
Martrell Spaight,OLB,22,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,68,1,
MyCole Pruitt,TE,23,0,0,1,6,1,92,0,0,0,0,0,0,0,0,62,638,11,4,,
Tony Lippett,WR,23,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,58,4,
Nick O'Leary,TE,23,0,0,2,6,4,59,0,0,0,0,0,0,0,0,53,668,4,,,
Cody Wichmann,G,23,0,0,2,6,6,24,0,0,0,0,0,0,0,0,0,0,0,,,
Geoff Swaim,TE,21,0,0,3,6,3,86,0,0,0,0,0,0,0,0,100,752,6,2,,
Cyrus Kouandjio,T,21,0,0,0,6,5,30,0,0,0,0,0,0,0,0,0,0,0,,,
Bishop Sankey,RB,21,0,0,1,6,6,29,0,0,0,0,0,199,762,3,32,272,1,,,
Cody Latimer,WR,21,0,0,1,6,3,66,0,0,0,0,0,2,1,0,70,935,6,14,,
C.J. Fiedorowicz,TE,22,0,0,2,6,6,51,0,0,0,0,0,0,0,0,89,881,6,,,
Chris Borland,LB,23,0,0,1,6,6,14,0,0,0,0,0,0,0,0,0,0,0,84,2,1
Josh Huff,WR,22,0,0,0,6,6,37,0,1,0,0,0,5,22,0,51,523,4,4,,
Will Clarke,DE,23,0,0,0,6,4,53,0,0,0,0,0,0,0,0,0,0,0,27,,7
Walt Aikens,DB,23,0,0,0,6,6,93,0,0,0,0,0,0,0,0,0,0,0,70,2,
Antone Exum,DB,23,0,0,0,6,3,51,0,0,0,0,0,0,0,0,0,0,0,54,1,1
Daniel McCullers,DT,22,0,0,0,6,6,76,0,0,0,0,0,0,0,0,0,0,0,24,,2.5
Dee Milliner,DB,21,0,0,1,6,6,21,0,0,0,0,0,0,0,0,0,0,0,50,3,
Aaron Dobson,WR,22,0,0,1,6,6,24,0,0,0,0,0,0,0,0,53,698,4,,,
Jordan Hill,DT,22,0,0,0,6,6,31,0,0,0,0,0,0,0,0,0,0,0,31,1,7
Quinton Patton,WR,23,0,0,1,6,6,40,0,0,0,0,0,3,51,0,73,880,1,2,,
Jeff Locke,P,23,0,0,0,6,6,69,0,0,0,0,0,1,-6,0,0,0,0,2,,
Michael Mauti,LB,23,0,0,0,6,2,58,0,0,0,0,0,0,0,0,0,0,0,58,,1
Kerwynn Williams,RB,22,0,0,0,6,0,39,0,0,0,0,0,218,971,4,15,126,0,6,,
Marquess Wilson,WR,20,0,0,0,6,6,31,0,0,0,0,0,0,0,0,56,777,3,,,
Kenyon Green,OL,21,0,0,1,5,5,15,0,0,0,0,0,0,0,0,0,0,0,,,
James Cook,RB,22,0,0,0,5,5,16,0,0,0,0,0,89,507,2,21,180,1,1,,
Bernhard Raimann,OL,24,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,,,
Zachary Carter,DE,23,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,10,,0.5
Kerby Joseph,DB,21,0,0,1,5,5,17,0,0,0,0,0,0,0,0,0,0,0,55,4,
Kadarius Toney,WR,22,0,0,0,5,3,19,1,3,19,0,0,10,88,1,55,591,2,,,
Christian Barmore,DL,22,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,35,,4
Terrace Marshall Jr.,WR,21,0,0,1,5,5,27,0,0,0,0,0,0,0,0,45,628,1,1,,
